보관소(대여소)명,상세주소,위도,경도
 상암월드컵파크 9단지 앞,서울특별시 마포구 월드컵북로 501,37.58285522,126.8798218
 부엉이공원 앞,서울특별시 마포구 가양대로 189,37.58559036,126.8847275
 DMC빌 앞,서울특별시 마포구 월드컵북로60길 13,37.58265686,126.885788
 상암월드컵파크 7단지 앞,서울특별시 마포구 월드컵로42길 22,37.58111191,126.8808746
 마포구 육아종합지원센터,서울특별시 마포구 상암산로1길 71,37.58063126,126.8836746
 LG CNS앞,서울특별시 마포구 월드컵북로 424,37.58081055,126.8866501
 누리꿈스퀘어 옆,서울특별시 마포구 월드컵북로 396,37.57939911,126.8891602
 상암중학교 옆,서울특별시 마포구 상암동 1691,37.57739258,126.8874741
 DMC홍보관,서울특별시 마포구 월드컵북로 366,37.5779953,126.8914719
 DMC산학협력연구센터 앞,서울특별시 마포구 매봉산로 37,37.57580185,126.8907394
 상암월드컵파크 3단지 후문,서울특별시 마포구 매봉산로 8,37.57147598,126.8896866
 상암동주민센터 옆,서울특별시 마포구 매봉산로2길 16,37.57822037,126.8944702
 DMC역 9번출구 앞,서울특별시 마포구 성암로 지하184,37.57746887,126.8973618
 상암월드컵파크 1단지 교차로,서울특별시 마포구 월드컵북로 502-7,37.57566452,126.8944473
 DMC역 2번출구 옆,서울특별시 은평구 수색로 지하175,37.57506943,126.8999176
 월드컵경기장역 3번출구 옆,서울특별시 마포구 월드컵로 지하240,37.57072067,126.8989792
홈플러스 마포점 앞,서울특별시 마포구 월드컵로 240,37.56842041,126.8994293
 서울시 공공자전거 상암센터,서울특별시 마포구 월드컵북로47길 10,37.56624603,126.8961792
 마포구청 앞,서울특별시 마포구 월드컵로 212,37.56574631,126.9018631
 문화비축기지,서울특별시 마포구 증산로 87,37.56897736,126.8944016
 롯데하이마트 (상암월드컵점),서울특별시 상암동 1715-29,37.57361984,126.8980484
 DMC첨단산업센터,서울특별시 마포구 성암로330,37.58450317,126.8855972
 서울신용보증재단,서울특별시 마포구 마포대로 163,37.54906082,126.9541779
 성산시영아파트,서울특별시 마포구 월드컵북로 260,37.56958389,126.9038162
 마포중앙도서관,마포구 성산로 128,37.56333923,126.9082031
 이대역 5번출구,마포구 대흥동 2-1,37.55659103,126.9461899
 대흥역1번출구,마포구 대흥동 105-4,37.54846954,126.9409256
 성산2-1 공영주차장,마포구 성산동 199-46,37.56472015,126.9067688
 하늘공원 입구,마포구 하늘공원로 108-2,37.57012177,126.8813477
신석초교앞 교차로 교통섬,마포구 용강동 494-6 ,37.54364014,126.9383087
푸르메병원,마포구 상암동 632,37.58456802,126.8802109
구룡근린공원,마포구 상암동 1583,37.58320236,126.8827667
가온문화공원,마포구 상암동 1594,37.58207703,126.8876648
월드컵파크 4단지,마포구 상암동 1761,37.57597733,126.8880692
홍대입구역 6번출구,마포구 서교동 193-4,37.55657578,126.9288559
신수동주민센터,마포구 신수동 458,37.54724503,126.9350281
염리초등학교 앞,마포구 도화동 536,37.54243088,126.9469986
합정동주민센터 앞,마포구 합정동 473-2,37.551754,126.9123001
연남동주민센터 앞,마포구 연남동 250-11,37.56465149,126.9221268
벽산상암스마트큐브,마포구 성산동 593-1,37.5650444,126.9036026
래미안신공덕3차아파트,마포구 공덕동 457,37.54554749,126.9567947
마포구청 청사내,마포구 월드컵로 212,37.56624603,126.9021835
 상암월드컵파크5단지(상암중학교),마포구 상암동 1727,37.57948685,126.8873901
MBC 앞,마포구 상암동 1704,37.58194733,126.8902969
DMC역7번출구,마포구 상암동 1133,37.57711411,126.8983612
홍대입구역 사거리,마포구 서교동 418,37.55583954,126.920433
홍대입구역 3번출구,마포구 동교동 155-27,37.5582962,126.9253845
 프런트원(공덕역4번출구 앞),마포구 마포대로 122,37.54585266,126.9525986
 광흥창역5번출구,마포구 창전동 246-34,37.54737854,126.931633
 아만티호텔 앞,마포구 서교동 445-7,37.5573082,126.9188538
 스타벅스(동교동) 앞,마포구 동교동 205-6,37.5566597,126.9198685
 가좌행복주택 앞,마포구 중동 275,37.56949234,126.9118424
 시석빌딩 앞,마포구 합정동 412-34,37.5483017,126.9167175
 한화오벨리스크 앞,마포구 상암동 1758,37.58332062,126.8815613
 마포구중앙도서관 정문 앞,마포구 성산동 275-26,37.56415558,126.9081497
 JTBC 앞,마포구 상암산로 38 ,37.57730484,126.8901825
 망원정 앞,마포구 합정동454-23,37.5500679,126.9048004
 한강공원 망원나들목,마포구 망원동 462-8,37.55557632,126.8968887
 디지털매직스페이스,MBC본사와 디지털매직스페이스 건물 사이 횡단보도 2개 중간,37.58119965,126.8895798
 신촌 청년주택,마포구 창전동15-1,37.54985428,126.9320374
 솔리스타오피스텔(공덕동주민센터),서울  마포구 공덕동 30-19,37.55015945,126.9605255
 서울디자인고등학교 앞,마포구 염리동 160-68 (동도중학교.서울디자인고등학교 버스정류장에서 공덕방향으로의 보도블럭 공간) (매장 '호계식' 앞),37.54568481,126.9467697
 서부운전면허시험장,서울 마포구 월드컵로42길 13,37.57892227,126.882164
 마포프레스티지자이 1,서울시 마포구 염리동 30-29,37.55152893,126.9466934
 코오롱아파트사거리,마포구 연남로 42 코오롱아파트사거리,37.56303787,126.9214325
 에스테반,마포구 만리재로 95,37.54891968,126.9595184
 상암한샘빌딩앞,서울시 마포구 성암로 179,37.57649231,126.898674
 아현문화건강센터,서울시 마포구 아현동 645-14,37.55235291,126.9514771
 당인리발전소 공원 앞,서울 마포구 합정동 50-15,37.54529572,126.9176483
 상수역새마을금고,서울 마포구 독막로 8,37.54758835,126.9246445
 서울서부지방법원등기국앞,서울서부지방법원등기국앞,37.55184937,126.9547806
 신촌 교보빌딩,신촌로 134,37.5560112,126.9403458
 마포아트센터 앞,대흥로20길8,37.55034256,126.9458008
아현교회,마포구 신촌로 212,37.55677795,126.9493408
월드컵참누리아파트,마포구 월드컵북로38길 54,37.57212448,126.9059753
아현래미안푸르지오아파트 104동 앞,마포구 아현동 777,37.55515671,126.9529266
성산유수지공원,마포구 성산동 445,37.57402039,126.9010239
 KB국민은행 염창역 지점 앞,서울특별시 양천구 목동 559,37.5468483,126.8727722
 목동사거리 부근,서울특별시 양천구 목동 813,37.53280258,126.8639298
 목4동주민센터 옆,서울특별시 양천구 목동 904-3,37.53254318,126.8687286
 오목교역 7번출구 앞,서울특별시 양천구 목동 451,37.52362823,126.8752441
 남부법원검찰청 교차로,서울특별시 양천구 신정동 1095,37.52325439,126.8649063
 신정네거리역,서울특별시 양천구 신월동 894,37.5218811,126.8517532
 서울출입국관리사무소 앞,서울특별시 양천구 신정동 319-3,37.51897049,126.8699646
 신정3동 현장민원실 앞,서울특별시 양천구 신정동 760-2,37.51158524,126.8415604
 금옥여고보도육교,신정로 213,37.50971222,126.8441696
 신일해피트리아파트 앞,서울특별시 양천구 신월동 1063-4,37.51705933,126.8484879
 강월초교입구 사거리,서울특별시 양천구 신월동 905,37.51699829,126.8383179
 양서중학교 옆,서울특별시 양천구 신월동 790,37.53304672,126.8299561
 한국SGI 양천문화회관 앞,서울특별시 양천구 신월동 790,37.532547,126.8308029
신정6동 주민센터 인근,서울특별시 양천구 목동서로 355,37.51731873,126.8643189
 홍익병원앞 교차로,서울특별시 양천구 등촌로 2,37.5303688,126.8642578
 서울강월초등학교 앞,서울특별시 양천구 신월로 97,37.5161972,126.8348999
 경서농협 버스정류장(우리은행신정동지점방향),서울특별시 양천구 신월로 328,37.52151108,126.8573837
 SBS방송국,서울특별시 양천구 목동서로161,37.52916336,126.8727493
 계남공원 입구 주출입구 좌측,서울특별시 양천구 신정동 621-14,37.51059723,126.8573227
 양강중학교앞 교차로,서울특별시 양천구 남부순환로88길5-16,37.52433395,126.8505478
 목동3단지 시내버스정류장,서울특별시 양천구 목동중앙로 49 ,37.5343895,126.8695984
 서부식자재마트 건너편,서울특별시 양천구 신정동 236 ,37.51037979,126.8667984
 서울시 도로환경관리센터,서울특별시 양천구 목동동로 316-6,37.5298996,126.8765411
 신월중학교,서울특별시 양천구 화곡로 59,37.53955078,126.8283005
 신정이펜하우스314동,서울특별시 양천구 신정이펜1로50 ,37.51409912,126.8310013
 신트리공원 입구,서울특별시 양천구 신정동 310-8 ,37.51395035,126.8560562
 영도초등학교,서울특별시 양천구 목동중앙로 70 ,37.53637695,126.8715134
 오솔길공원,서울특별시 양천구 남부순환로70길11-9,37.52219009,126.8367004
 장수공원,서울특별시 양천구 신월로 894 ,37.52256012,126.8494797
 신월사거리,서울특별시 양천구 신월동 263,37.53620148,126.8277969
 으뜸공원,서울특별시 양천구 가로공원로 133,37.53636932,126.8317108
 화곡로 입구 교차로,서울특별시 양천구 신월동 258,37.53952026,126.8254013
 등촌역 5번 출구 뒤,서울특별시 양천구 등촌로 236,37.55073166,126.8645783
 현대6차아파트 101동 옆,서울특별시 양천구 신정동 735-5,37.50889969,126.8426819
 신목동역 2번 출구,서울특별시 양천구 목동중앙로 212 앞,37.54384232,126.8825455
 강서초등학교,서울특별시 양천구 오목로 31 부근,37.52228165,126.8396988
 목동2단지 상가,서울특별시  양천구 목동 902-5 ,37.53650284,126.8777466
 목동3단지 상가,서울특별시 양천구 목동 903-6,37.53458023,126.8756485
 목동운동장,서울특별시 양천구 안양천로 939,37.53025055,126.879303
 이대목동병원보도육교,서울특별시 양천구 목동 911-10,37.53722763,126.8866119
 연의근린공원 건너편,서울특별시 양천구 신정로7길 92,37.51215744,126.8356247
 성원2차 아파트,서울특별시 양천구 목동중앙남로 100,37.54218292,126.8633041
 목동1단지아파트 118동 앞, 양천구 목동서로 38,37.54114151,126.8766785
 목동1단지아파트 상가 앞,양천구 목동서로 38,37.5378685,126.8814087
 목동주차장,양천구 목동동로 298,37.52667999,126.8761673
 신정이펜하우스 1단지아파트 입구 사거리,양천구 신정이펜1로 99,37.51427841,126.828743
 한사랑교회 앞,양천구 목동동로 33,37.51472092,126.8591995
 보아스아파트 앞,양천구 오목로3길 32,37.52407074,126.8386002
 잣절보도육교 아래, 양천구 남부순환로 699,37.50682068,126.8442993
 오목로 무중력지대 앞, 양천구 신목로 126,37.52474213,126.8776627
 목동11단지 아파트,목동동로 10,37.51065826,126.8591614
 목동청소년수련관,양천구 목동동로 323,37.53102875,126.8758926
 오목교역 3번출구,서울특별시 양천구 목동동로 270,37.52477646,126.8754807
 신목동역 3번출구,양천구 목동 136-1,37.54394913,126.883461
신정숲속마을아파트,양천구 신정로 110,37.50574493,126.8363113
목동5단지아파트 501동,양천구 목동,37.53566742,126.8815842
CBS방송국 앞,양천구 목동 917-1,37.52785492,126.8746719
목동역5번출구 교통정보센터 앞,양천구 목동로 186,37.52571487,126.8648682
목동아파트 703동 앞,양천구 목동로 186 ,37.52820587,126.870163
"염창역 3, 4번 출구 사이",공항대로 630,37.54670715,126.8745728
등촌역 4번 출구,양천구 목동 603-2,37.54950714,126.867218
세종그랑시아 앞(102동),양천구 목동중앙남로3가길 59,37.53837585,126.8638306
목마공원,양평교 하부,37.53874207,126.8856812
신월6차보람아파트 앞,양천구 곰달래로7길 7,37.53012848,126.8347778
 신정1동 주민센터 앞,양천구 중앙로 250,37.51854324,126.8538818
신정교 하부,양천구 신정동 871-37,37.5173378,126.8776474
신정보도육교 아래,양천구 신목로 10,37.51759338,126.8765564
서남병원 후문,양천구 신정이펜1로 20,37.51167297,126.8327408
"양천구청, 보건소 사잇길",양천구 신정동 321-8,37.51747513,126.8663254
목동아파트 8단지 상가동 앞,양천구 목동서로 280,37.52007294,126.8683014
양천아파트 입구,양천구 목동로3길 41,37.50790405,126.862648
양천구청역 2번출구 옆,양천구 목동로3길 57,37.51228714,126.8652802
화곡고가 사거리,양천구 신월동 455-5 ,37.52760696,126.8487549
현대하이페리온,오목로300(205동앞 서쪽방향),37.52490616,126.8697891
목동트라팰리스 웨스턴에비뉴,오목로299(이마트 출입구측),37.52537155,126.8709259
목동5단지아파트 534동,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302002,126.8778992
양천문화회관,양천구 신정동 323-1,37.51686478,126.8629608
양천 해누리타운,양천구 신정동 327-4,37.51584244,126.8641129
목동아파트 14단지 B상가 앞,양천구 신정동 330,37.5146637,126.8719406
목동아파트 1422동 1434동 사잇길,양천구 신정동 332-2,37.51515579,126.8724899
 신정제일시장,신월로 308,37.52124786,126.8549576
 유원목동아파트 103동 앞,신목로 77,37.52109528,126.8732071
 서울영상고교 입구,신월로 347,37.52198029,126.8592835
 신정네거리역 교차로,중앙로 280,37.52175903,126.8522873
 목동13_14단지 사거리,목동동로 130,37.5140686,126.8699875
 목동성당 앞,목동서로 271,37.52319717,126.8693008
 동문굿모닝탑,목동동로 53,37.51481247,126.8611755
 성보하이드로빌딩,남부순환로 435,37.52893829,126.8331223
 청기와빌딩,신월로 200,37.52011108,126.8447495
 양원보도육교,화곡로 16,37.53924561,126.8237381
 대성유니드아파트,신월로15길 25,37.52091599,126.8409576
 신곡시장,신월로 160,37.51779556,126.8416138
 구립양천어르신요양센터,신월로 26,37.51351166,126.8268127
 목동아파트2단지 222동 앞,양천구 목동중앙로 125건너편,37.53968811,126.8749847
 목동신시가지아파트6단지,양천구 목동동로 430(6단지 상가동 앞),37.53684616,126.8847504
 양천구청역 1번출구,양천구 신정동 276-7,37.51292038,126.8667984
 방아다리어린이공원,양천구 화곡로 64,37.53936005,126.8288651
 목동아파트 613동 앞,"양천구 목동동로 430
(613동 인근 상가동 앞)",37.53315735,126.8840866
 목동현대아파트 후문 앞,양천구 신정동 1279,37.5221405,126.8780594
 목동12단지 아파트,"양천구 목동동로 50
(관리동 앞)",37.51412201,126.860405
 양천해누리체육공원,"양천구 안양천로 711
(주출입구 좌측)",37.51174164,126.8738327
 서울남부지방검찰청 후문,양천구 신월로 390,37.52164078,126.8655548
 양천공영차고지,서울시 양천구 신정종 836-38,37.50922012,126.8371582
 목동7단지아파트 A상가,양천구 목동로 212,37.52624512,126.8657837
 목동역 3번 출구,양천구 목동 926-3,37.52653122,126.8644562
 갈산문화예술센터,신정동 330-12,37.51097488,126.8698425
 월정초 사거리,양천구 신월동 92-2,37.53642654,126.8334122
 오목교역 6번 출구,양천구 신목로 102,37.5236702,126.8756714
경창시장,양천구 신월동 446-3,37.52399445,126.8421326
청소년음악센터,양천구 신정동 1290-6,37.51061249,126.8426132
목동운동장 주경기장,양천구 안양천로 939,37.53002167,126.8821945
상사마을 버스정류장(아라대교방면),서울특별시 강서구 개화동로5길 3-8,37.58161163,126.7985992
 방화사거리 마을버스 버스정류장,서울특별시 강서구 양천로17길 6,37.57364273,126.8118057
 방화역 4번출구앞,서울특별시 강서구 금낭화로 135,37.57710648,126.8119965
 방화근린공원,서울특별시 강서구 금낭화로 176,37.58162308,126.8126526
 신방화사거리,서울특별시 강서구 방화대로 342,37.57256317,126.8164215
 공항시장역 2번출구 뒤,서울특별시 강서구 방화동로 지하 30,37.56387329,126.8106079
 공항시장역 4번출구,서울특별시 강서구 방화동로 지하 30,37.56334686,126.8104858
 공항중학교앞,서울특별시 강서구 방화대로 241,37.56220245,126.816246
 마곡엠밸리6_7단지 마곡중학교,서울특별시 강서구 마곡중앙5로 58,37.56698227,126.8218002
 마곡엠밸리4단지 정문,서울특별시 강서구 마곡서로 175,37.56857681,126.8247757
 서남환경공원 버스정류장,서울특별시 강서구 양천로 201,37.57312393,126.8223877
 등촌5단지아파트 버스정류장,서울특별시 강서구 공항대로 329,37.55819702,126.8442612
 증미역 3번출구뒤(등촌두산위브센티움오피스텔),서울특별시 강서구 양천로 지하 560,37.55746078,126.8614578
 염창동 한마음아파트 앞,서울특별시 강서구 양천로 637,37.55425262,126.8675613
 대림경동아파트앞,서울특별시 강서구 허준로 121,37.564785,126.8546448
 가양레포츠센터 앞,서울특별시 강서구 양천로61길 101,37.55947876,126.8643799
 황금내근린공원,서울특별시 강서구 허준로 221-40,37.56192398,126.8641663
 발산역 6번 출구 뒤,서울특별시 강서구 공항대로 280,37.55817795,126.8384552
 명덕고교입구(영종빌딩),서울특별시 강서구 강서로 304,37.55291367,126.8365707
 우장산역 1번출구옆(우장산아이파크105동앞),서울특별시 강서구 강서로 지하 262,37.54890823,126.8365631
 화곡역 버스정류장,서울특별시 강서구 화곡로 157,37.54098129,126.8385468
 화곡역 6번출구,서울특별시 강서구 화곡로 지하 168,37.54141235,126.8402252
 화곡역 1번 출구 앞,서울특별시 강서구 화곡로 지하 168,37.542099,126.8402176
 화곡본동시장 버스정류장,서울특별시 강서구 화곡로 196,37.54275131,126.8426209
 등촌역 7번출구,서울특별시 강서구 공항대로 지하 529,37.55110931,126.8637085
 강서구의회,서울특별시 강서구 등촌로 185,37.54653168,126.8625488
 등촌2파출소,서울특별시 강서구 등촌로 167,37.54478836,126.8619995
 등촌2동주민센터,서울특별시 강서구 등촌로 143,37.54126358,126.8633728
 용문사 버스정류장,서울특별시 강서구 등촌로 95,37.53852081,126.8634338
 목동사거리 버스정류장,서울특별시 강서구 등촌로 19,37.53139877,126.8636093
 곰달래 문화복지센터 A,서울특별시 강서구 강서로5길 50,37.52906036,126.8484802
 곰달래 문화복지센터 B,서울특별시 강서구 강서로5길 50,37.52891922,126.8480835
 볏골공원,서울특별시 강서구 까치산로4길 22,37.54146957,126.84478
 신방화역환승주차장,서울특별시 강서구 마곡서1로 111-12,37.56728363,126.8182755
 송정역 1번출구,서울특별시 강서구 공항대로3길 18,37.56153107,126.8106995
 마곡역1번출구,서울특별시 강서구 마곡동 727-716,37.56020737,126.8241425
 마곡역교차로,서울특별시 강서구 마곡동 728-168,37.55831146,126.8265228
" 발산역 1번, 9번 인근 대여소",서울특별시 강서구 공항대로 281,37.55894852,126.8371735
 기쁜우리복지관,서울특별시 강서구 가양동 1458-15 ,37.56925964,126.8484192
 강서구청,서울특별시 강서구 화곡로 302,37.55065918,126.8497696
 가양역 8번출구,서울특별시 강서구 양천로 지하 485,37.56103516,126.8548126
 서서울모터리움 앞,서울특별시 강서구 양천로53길 30,37.56585312,126.8465958
 양천향교역 7번출구앞,서울특별시 강서구 양천로 지하 341,37.56768036,126.8408966
 강서면허시험장 앞,서울특별시 강서구 남부순환로 171,37.54969406,126.819664
 공항초등학교건너편,서울특별시 강서구 마곡서1로 68,37.56267929,126.8204727
 방화동강서기동대앞,서울특별시 강서구 방화대로34길 65,37.57049942,126.8200836
 마곡중학교 후문,서울특별시 강서구 마곡중앙5로 58,37.56844711,126.8216476
 강서구립등빛도서관,서울특별시 강서구 강서로62길 48,37.56256866,126.8424606
 마곡수명산파크3단지 교차로,서울특별시 강서구 수명로 72,37.55350876,126.8258667
 마곡엠밸리10단지 앞,서울특별시 강서구 마곡중앙1로 72,37.56029129,126.8187561
 염창역 1번 출구,강서구 공항대로 625,37.54719925,126.8744888
 강서구보건소,강서구 공항대로 571 ,37.54917908,126.8687973
 염창동 새마을금고 건너편,강서구 양천로 696,37.55004883,126.8731613
 가양3동 주민센터,강서구 허준로 202,37.56124878,126.8605804
 강서구청사거리(SH타워),강서구 공항대로 411 ,37.55673599,126.8530731
 강서구청사거리(부민병원),강서구 공항대로 395 ,37.55661392,126.8511658
 대한항공 인력개발센터,강서구 공항대로 453 ,37.55437851,126.8575363
 수명중?고교,"강서구 수명로1길 16, 401동 앞",37.55010986,126.8236771
 개화산역 2번 출구,강서구 양천로 22,37.57247162,126.8061676
 마곡엠밸리 15단지(1502동) 건너편,강서구 마곡중앙로 36,37.55746841,126.8297195
 농수산식품공사 (강서지사),강서구 발산로 40,37.55104446,126.8184967
 KBS 스포츠월드,강서구 공항대로 376,37.55687714,126.8488083
 KC 대학교,강서구 까치산로 24길 47,37.54832077,126.8534012
 마곡13단지,강서구 공항동 1343,37.55644989,126.815979
 등촌9단지,강서구 화곡로 63가길 92 (등촌동 704),37.56290054,126.8494721
 송정중학교,강서구 공항동 1342,37.55472946,126.8160934
 강서수산물도매시장,강서구 외발산동 424,37.55302048,126.818367
 롯데중앙연구소,강서구 마곡동 301-3,37.57138062,126.8283386
 마곡역 교차로(2번출구),강서구 마곡동 727-747 ,37.5605011,126.8266525
" 마곡역 버스정류장(마곡나루역1번출구, 웰튼병원 방면)",강서구 마곡동 727-925,37.5602417,126.8271637
 마곡수명산파크 209동 건너편,강서구 내발산동 741-8,37.55545044,126.8268967
 마곡센트럴타워 1차,강서구 마곡동 727-1136,37.55947113,126.832077
 코오롱One&Only타워,강서구 마곡동 727-525,37.56412888,126.8343124
 서울식물원(문화센터) 건너편,강서구 마곡동 727-286,37.56824112,126.8358307
 엠펠리체 호텔 건너편,강서구 마곡동 727-1187,37.5602417,126.8358078
 LG 사이언스파크,강서구 마곡동 727-925,37.56254959,126.8274384
 우장산역 3번출구,강서구 화곡동 1006-2,37.54782104,126.8361282
 개화광역환승센터,강서구 개화동 492-22,37.57844925,126.7989731
 마곡나루역 5번출구 뒤편,강서구 마곡동 761-5,37.56520081,126.8273163
 마곡 엠밸리2단지,강서구 마곡동 735-1,37.56917953,126.8194428
서울도시가스 앞,강서구 공항대로 607 ,37.54748535,126.8720245
홈플러스(강서점),강서구 화곡로 398 ,37.55852127,126.8540115
강서공업고등학교 앞,"강서구 방화대로47가길 22, 411동 앞",37.57631683,126.8164978
한강아파트,강서구 허준로 23,37.57036972,126.8444138
강서한강자이타워 앞,강서구 양천로 401 ,37.56468201,126.8489075
강변아파트 310동 앞,강서구 가양동 1459-8 ,37.56458664,126.8569183
라이품 공영주차장 앞,강서구 강서로 515,37.57131958,126.8416672
가로공원공영주차장 1번 출구,강서구 가로공원로 193,37.53736115,126.8374481
화곡터널입구교차로,강서구 가로공원로 238 ,37.53835678,126.8423615
우장초등학교 앞,강서구 화곡로 263,37.54853439,126.8466721
마곡나루역 2번 출구,강서구 마곡중앙5로 6 ,37.56692505,126.8274384
롯데 R&D 센터,강서구 마곡동 301-2 ,37.57094193,126.8283157
LG유플러스 마곡사옥,강서구 마곡중앙8로 71,37.56133652,126.8339005
마곡수명산파크1단지,강서구 마곡동 728-148 ,37.55519104,126.8314667
마곡문화공원,강서구 마곡중앙8로 20,37.56121063,126.8303452
힐스테이트에코,강서구 마곡동 727-1120,37.55965805,126.8296051
등촌1-10단지 교차로,강서구 강서로 419,37.56320572,126.8393631
마곡 필네이처,강서구 마곡동 727-1190,37.56089401,126.8366928
(재)FITI시험연구원,강서구 마곡동 727-211,37.56848526,126.8385696
서울식물원 식물문화센터,강서구 마곡동 727-305,37.56883621,126.8356323
서울식물원 잔디마당 앞,강서구 마곡동 727-558,37.5639267,126.8306427
마곡나루역 3번 출구,강서구 마곡동 372-23,37.56580353,126.8280792
넥센 유니버시티 앞,강서구 마곡동 301-2,37.56948471,126.8280945
마곡메가박스 앞,강서구 마곡동 727-1179,37.55912781,126.8349533
명덕고교,강서구 마곡동 728-46,37.55524063,126.8347168
마곡수명산 1-2단지,강서구 마곡동 728-350,37.5553093,126.8298569
마곡13단지 정문 앞,강서구 마곡동 730-417 ,37.5586319,126.8199158
까치산역 3번 출구,강서로 45,37.53158951,126.8466415
수명산파크1단지교차로,강서로47길 142,37.55363083,126.8286133
마곡레포츠센터,양천로 251,37.57297516,126.8324432
마곡수명산파크5-6단지,강서구 내발산동 751-1,37.55061722,126.8268814
강서구민올림픽체육센터,화곡로65길 62,37.55990601,126.8504257
강서세무서 앞,마곡서1로 60,37.56209183,126.8209686
수명초등학교,수명로1길 84,37.5525589,126.8231125
수명산파크 4단지 411동 앞,내발산동 751-6,37.55134964,126.8249359
 공항중학교 버스정류장,공항동9-12,37.56113434,126.8161011
 신방화역 8번출구,초원로16길3-9,37.5674057,126.8162155
 마곡힐스테이트 정문,마곡중앙3로74,37.56497574,126.8174057
 신방화역 6번출구,방화대로294,37.56692886,126.8168411
 서울남부출입국관리소,마곡동730-280,37.56059265,126.8208466
 이대서울병원,마곡동728-10,37.5586319,126.8355942
 발산역 8번 출구,마곡동727-1222,37.55846024,126.8367615
 나이아가라관광호텔,양천로743,37.5490303,126.8783646
 등촌태영아파트,양천로590,37.55603027,126.864296
 문소빌딩,화곡로229,37.54555511,126.8444977
 강서문화센터,화곡로215,37.54457855,126.8437805
 화곡본동시장 입구,화곡로206,37.54382706,126.843689
 대원빌딩,화곡로228,37.54536819,126.8447037
 길성그랑프리텔아파트,방화대로319,37.5692482,126.8165054
 가양오토갤러리,강서로74길58,37.56644058,126.844307
 더리브골드타워,양천로400-12,37.56557083,126.8462448
 김포공항사거리,방화동651-1,37.5675354,126.8051834
 김포공항입구 교차로,방화동621-6,37.56179428,126.80793
 유광사여성병원,강서로191,37.54323959,126.8386307
 등촌서광아파트,공항대로45길68-6,37.55755234,126.8562546
 강서아동복지센터,금낭화로26가길 130,37.58458328,126.8109207
 겸재정선미술관,강서구 양천로47길 24 ,37.57128906,126.8377762
 마곡금호어울림아파트,강서구 양천로47길 90,37.57410049,126.8371124
 벽산아파트,양천로47길 112 ,37.57531738,126.8366699
 안양천합수부(현대3차아파트),강서구 염창동 222,37.55195236,126.876709
 강서힐스테이트 상가 앞, ,37.54663849,126.8365784
 가양나들목,강서구 가양동 1456-6,37.57386398,126.8434753
 정곡나들목,강서구 방화동 57-5번지,37.5841713,126.8193283
 염창나들목,강서구 염창동 223-4번지,37.55680466,126.8715591
 송정역 3번출구 앞,강서구 공항동 36-16,37.56087875,126.8135452
 마곡수명산파크7단지 710동 앞,강서구 내발산동 755,37.54857254,126.8207626
 그랜드아이파크아파트 앞, ,37.55510712,126.8515472
 관문주유소(GS칼택스) 앞,강서구 공항대로 308,37.55802917,126.841835
 증미역 2번출구,강서구 화곡로 347,37.55713272,126.8631439
 국립항공박물관,국립항공박물관 경내,37.55688477,126.8092651
 남부순환로 205,남부순환로 205,37.54739761,126.8214111
 이랜드글로벌R&D센터,강서구 마곡동 727-356,37.56719208,126.8347549
 마곡9단지 910동 상가앞,강서구 마곡동 730-854,37.56108475,126.8167954
 마곡9단지 907동앞,강서구 마곡동 730-868,37.5606842,126.8191834
 마곡14단지 1408동앞,강서구 마곡동 729-20,37.55737305,126.8233261
 마곡역 7번출구,강서구 마곡동 798,37.55974579,126.8243866
 신마곡벽산블루밍메트로오피스텔앞,강서구 방화동 904,37.57108688,126.8075409
 마곡역5번출구앞,강서구 마곡동 799,37.55905914,126.8270493
 마곡역4번출구,강서구 마곡동 799,37.55931091,126.8274384
 화곡2동주민센터,강서구 곰달래로37길13,37.5318222,126.8546219
 우장산동 가곡어린이공원앞,강서구 내발산동 657-2,37.55545425,126.8375168
마곡 MICE 복합단지,강서구 마곡동 767-6,37.56354141,126.8245544
 양천향교역8번출구,강서구 마곡동 776,37.56902695,126.8398819
 허준박물관삼거리,강서구 가양동 1500-1,37.56724548,126.8503876
 아망떼마곡전시장,강서구 마곡동로 31,37.55791473,126.8329773
 주원 리젠트 앞,강서구 염창동 양천로699,37.55085754,126.8723373
 마곡13단지힐스테이트마스터 후문(1320동 앞),서울시 강서구 마곡중앙1로 71 마곡13단지힐스테이트마스터 후문 인근,37.5567627,126.8186951
 김포공항입구 교통섬,방화동 886-15,37.56154633,126.8070831
 우장산역 헤링턴타워 앞,화곡동 1013-3,37.54661942,126.8362351
" 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",강서구 마곡동 798-17,37.55823517,126.8257599
 등촌역 1번출구,강서구 등촌동 649-14,37.5518837,126.8635712
 메이필드호텔앞,강서구 외발산동 276-9,37.549263,126.8167419
 왈도강서캠퍼스 앞,강서구 양천로 660,37.55221558,126.870224
 가양역 1번출구,양천로57길 10-20,37.56250763,126.8527527
 가양역 7번출구,화곡로 416,37.56019592,126.8549118
 강서우체국,등촌동 709,37.56418228,126.8402786
 가양테크노타운,가양동1484-5,37.56035995,126.8627625
 연세강서빌딩,방화동835-7,37.57625198,126.8173447
 등촌역 센터스퀘어,염창동312,37.55064774,126.8661652
